time,aug_factor,u00_prob,u07_prob,u10_prob,u17_prob,u34_prob,u35_prob,u47_prob,u00gth,u07gth,u10gth,u17gth,u34gth,u35gth,u47gth,mse,entropy,model,feature num,random seed
1665463529,0,0,0.057692308,0,0.042857143,0,0,0,0,0,0,1,0,0,0,0.131350122,0.984239989,AB,4,0
1665463529,0,0,0.038461538,0,0.014285714,0,0,0.014925373,0,0,0,1,0,0,0,0.139047816,1.417982736,GNB,4,0
1665463529,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.142857143,0,LDA,4,0
1665463530,0,0,0.057692308,0,0.057142857,0,0,0.014925373,0,0,0,1,0,0,0,0.127504394,1.399844651,QDA,4,0
1665463530,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.142857143,0,SVM,4,0
1665463530,0,0,0.057692308,0.028169014,0.042857143,0.029850746,0.028985507,0,0,0,0,1,0,0,0,0.131710796,2.258958165,KNN,4,0
1665463531,1,0.013793103,0.076923077,0.056338028,0.085714286,0.014925373,0.014492754,0.014925373,0,0,0,1,0,0,0,0.120836475,2.39622236,RF,4,0
1665463531,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.142857143,0,LR,4,0
1665463531,1,0.048275862,0.173076923,0.154929577,0.271428571,0.104477612,0.057971014,0.149253731,0,0,0,1,0,0,0,0.089094081,2.613464335,DT,4,0
1665463531,1,0,0.038461538,0.028169014,0.042857143,0,0,0.029850746,0,0,0,1,0,0,0,0.131326614,1.978253385,GBDT,4,0
1665463531,1,0,0.038461538,0.042253521,0.042857143,0.014925373,0,0,0,0,0,1,0,0,0,0.131372838,1.905846993,AB,4,0
1665463531,1,0,0.057692308,0,0.085714286,0,0,0.014925373,0,0,0,1,0,0,0,0.119924219,1.331178428,GNB,4,0
1665463531,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.142857143,0,LDA,4,0
1665463531,1,0,0.096153846,0,0.057142857,0,0,0.014925373,0,0,0,1,0,0,0,0.128349703,1.300431113,QDA,4,0
1665463531,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.142857143,0,SVM,4,0
1665463531,1,0.020689655,0.057692308,0.042253521,0.1,0.044776119,0.028985507,0.014925373,0,0,0,1,0,0,0,0.116944236,2.566554577,KNN,4,0
1665463533,2,0.006896552,0.076923077,0.042253521,0.042857143,0.029850746,0,0.044776119,0,0,0,1,0,0,0,0.1323955,2.370638967,RF,4,0
1665463533,2,0,0.019230769,0,0,0,0,0,0,0,0,1,0,0,0,0.142909975,0,LR,4,0
1665463533,2,0.034482759,0.115384615,0.197183099,0.114285714,0.074626866,0.028985507,0.074626866,0,0,0,1,0,0,0,0.121407448,2.565770071,DT,4,0
1665463533,2,0,0.076923077,0.028169014,0.071428571,0,0,0,0,0,0,1,0,0,0,0.124136507,1.472890832,GBDT,4,0
1665463533,2,0,0.115384615,0.028169014,0.1,0.014925373,0,0.014925373,0,0,0,1,0,0,0,0.117793234,1.851841408,AB,4,0
1665463533,2,0,0.057692308,0,0.014285714,0,0,0.014925373,0,0,0,1,0,0,0,0.139311975,1.257086555,GNB,4,0
1665463533,2,0,0.038461538,0,0,0,0,0,0,0,0,1,0,0,0,0.14306847,0,LDA,4,0
1665463533,2,0,0.076923077,0,0.042857143,0,0,0.014925373,0,0,0,1,0,0,0,0.131751768,1.338919396,QDA,4,0
1665463533,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.142857143,0,SVM,4,0
1665463533,2,0.020689655,0.096153846,0.042253521,0.171428571,0.074626866,0.043478261,0.029850746,0,0,0,1,0,0,0,0.100905742,2.483130027,KNN,4,0
1665463535,3,0.006896552,0.076923077,0.042253521,0.085714286,0.014925373,0.028985507,0.014925373,0,0,0,1,0,0,0,0.120707735,2.400730584,RF,4,0
1665463535,3,0,0.038461538,0,0,0,0,0,0,0,0,1,0,0,0,0.14306847,0,LR,4,0
1665463535,3,0.068965517,0.115384615,0.112676056,0.142857143,0.134328358,0.072463768,0.104477612,0,0,0,1,0,0,0,0.114238614,2.762817028,DT,4,0
1665463535,3,0,0.115384615,0.042253521,0.014285714,0,0,0.029850746,0,0,0,1,0,0,0,0.141088956,1.611746568,GBDT,4,0
1665463535,3,0,0.153846154,0.028169014,0.042857143,0.014925373,0,0.044776119,0,0,0,1,0,0,0,0.134687464,1.864157259,AB,4,0
1665463535,3,0,0.057692308,0,0.042857143,0,0,0.014925373,0,0,0,1,0,0,0,0.131381945,1.412408545,GNB,4,0
1665463535,3,0,0.038461538,0,0,0,0,0,0,0,0,1,0,0,0,0.14306847,0,LDA,4,0
1665463535,3,0,0.076923077,0,0.114285714,0,0,0.014925373,0,0,0,1,0,0,0,0.112947103,1.276719791,QDA,4,0
1665463535,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.142857143,0,SVM,4,0
1665463535,3,0.034482759,0.096153846,0.042253521,0.2,0.089552239,0.057971014,0.029850746,0,0,0,1,0,0,0,0.094927327,2.50163892,KNN,4,0
1665463537,4,0.006896552,0.076923077,0.070422535,0.085714286,0.044776119,0.028985507,0.059701493,0,0,0,1,0,0,0,0.121893107,2.593125251,RF,4,0
1665463537,4,0,0.038461538,0,0.014285714,0,0,0,0,0,0,1,0,0,0,0.139015992,0.842657877,LR,4,0
1665463537,4,0.068965517,0.076923077,0.169014085,0.128571429,0.104477612,0.101449275,0.074626866,0,0,0,1,0,0,0,0.117914802,2.737683779,DT,4,0
1665463537,4,0.006896552,0.134615385,0.028169014,0.128571429,0,0,0.014925373,0,0,0,1,0,0,0,0.111224697,1.693942903,GBDT,4,0
1665463537,4,0,0.153846154,0.042253521,0.114285714,0.014925373,0,0.029850746,0,0,0,1,0,0,0,0.115865376,1.907050828,AB,4,0
1665463537,4,0.013793103,0.134615385,0.028169014,0.2,0,0.014492754,0.014925373,0,0,0,1,0,0,0,0.094219693,1.810926127,GNB,4,0
1665463537,4,0,0.038461538,0,0.014285714,0,0,0,0,0,0,1,0,0,0,0.139015992,0.842657877,LDA,4,0
1665463537,4,0.006896552,0.153846154,0,0.157142857,0.014925373,0,0.014925373,0,0,0,1,0,0,0,0.104938557,1.540440024,QDA,4,0
1665463537,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.142857143,0,SVM,4,0
1665463537,4,0.062068966,0.173076923,0.154929577,0.257142857,0.164179104,0.086956522,0.089552239,0,0,0,1,0,0,0,0.093169129,2.668542818,KNN,4,0
1665463539,5,0.006896552,0.096153846,0.056338028,0.1,0,0,0.044776119,0,0,0,1,0,0,0,0.117781714,2.034190648,RF,4,0
1665463539,5,0,0.057692308,0,0.057142857,0,0,0,0,0,0,1,0,0,0,0.127472571,0.999983486,LR,4,0
1665463539,5,0.04137931,0.076923077,0.197183099,0.142857143,0.044776119,0.028985507,0.134328358,0,0,0,1,0,0,0,0.114584804,2.528834381,DT,4,0
1665463539,5,0.006896552,0.134615385,0.070422535,0.128571429,0.029850746,0,0.059701493,0,0,0,1,0,0,0,0.11242447,2.230979419,GBDT,4,0
1665463539,5,0.006896552,0.173076923,0.084507042,0.157142857,0.029850746,0,0.119402985,0,0,0,1,0,0,0,0.108957275,2.213994702,AB,4,0
1665463539,5,0.006896552,0.096153846,0.014084507,0.214285714,0,0.014492754,0.014925373,0,0,0,1,0,0,0,0.089610178,1.623009109,GNB,4,0
1665463539,5,0,0.076923077,0,0.085714286,0,0.014492754,0,0,0,0,1,0,0,0,0.120292224,1.324803217,LDA,4,0
1665463539,5,0.006896552,0.115384615,0,0.142857143,0,0,0.014925373,0,0,0,1,0,0,0,0.106896831,1.379467252,QDA,4,0
1665463539,5,0,0,0,0,0.014925373,0,0,0,0,0,1,0,0,0,0.142888967,0,SVM,4,0
1665463539,5,0.062068966,0.211538462,0.169014085,0.314285714,0.179104478,0.144927536,0.149253731,0,0,0,1,0,0,0,0.088961429,2.687991006,KNN,4,0
