,time,aug_factor,u00,u07,u10,u17,u34,u35,u47,u00,u07,u10,u17,u34,u35,u47,mse,entropy,model,feature num,random seed
33,1642470706,3,0.034482759,0,0.056338028,0.071428571,0,0.028985507,0,0,0,0,1,0,0,0,0.123921156,1.908305078,GBDT,6,0
34,1642470706,3,0.034482759,0,0.028169014,0.128571429,0,0.028985507,0,0,0,0,1,0,0,0,0.10888721,1.636692208,AB,6,0
35,1642470706,3,0.04137931,0.019230769,0.028169014,0.142857143,0,0.028985507,0.029850746,0,0,0,1,0,0,0,0.105614381,2.15892348,GNB,6,0
36,1642470706,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.142857143,0,LDA,6,0
37,1642470706,3,0,0,0,0.1,0,0.043478261,0,0,0,0,1,0,0,0,0.115984337,0.884963636,QDA,6,0
38,1642470706,3,0,0,0,0.057142857,0,0,0,0,0,0,1,0,0,0,0.126997085,0,SVM,6,0
39,1642470706,3,0.103448276,0.096153846,0.098591549,0.228571429,0.029850746,0.217391304,0.074626866,0,0,0,1,0,0,0,0.096926951,2.578241214,KNN,6,0
40,1642470708,4,0.055172414,0.019230769,0.14084507,0.114285714,0.029850746,0.115942029,0.149253731,0,0,0,1,0,0,0,0.120621606,2.550915753,RF,6,0
41,1642470708,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.142857143,0,LR,6,0
42,1642470708,4,0.096551724,0.076923077,0.098591549,0.128571429,0.014925373,0.086956522,0.134328358,0,0,0,1,0,0,0,0.115739394,2.656353186,DT,6,0
43,1642470708,4,0.020689655,0.019230769,0.042253521,0.057142857,0.029850746,0.072463768,0.029850746,0,0,0,1,0,0,0,0.128370853,2.65352942,GBDT,6,0
44,1642470708,4,0.013793103,0,0.028169014,0.1,0,0.014492754,0,0,0,0,1,0,0,0,0.115884826,1.484926213,AB,6,0
45,1642470708,4,0.027586207,0.019230769,0.028169014,0.142857143,0,0.028985507,0.029850746,0,0,0,1,0,0,0,0.105478488,2.114532105,GNB,6,0
